text,target
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=kevin HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=porno HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=hitman HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=boobs HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=mark HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=12345qwert HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=reddog HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=frank HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=qwe123 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=popcorn HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=patricia HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=aaaaaaaa HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=1969 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=teresa HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=mozart HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=buddha HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=anderson HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=paul HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=melanie HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=abcdefg HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=security HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=lucky1 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=lizard HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=denise HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=3333 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=a12345 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=123789 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=ruslan HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=stargate HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=simpsons HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=scarface HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=eagle HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=123456789a HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=thumper HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=olivia HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=naruto HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=1234554321 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=general HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=cherokee HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=a123456 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=vincent HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=Usuckballz1 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=spooky HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=qweasd HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=cumshot HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=free HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=frankie HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=douglas HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=death HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=1980 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=loveyou HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=kitty HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=kelly HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=veronica HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=suzuki HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=semperfi HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=penguin HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=mercury HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=liberty HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=spirit HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=scotland HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=natalie HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=marley HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=vikings HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=system HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=sucker HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=king HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=allison HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=marshall HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=1979 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=098765 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=qwerty12 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=hummer HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=adrian HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=1985 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=vfhbyf HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=sandman HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=rocky HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=leslie HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=antonio HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=98765432 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=4321 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=softball HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=passion HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=mnbvcxz HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=bastard HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=passport HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=horney HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=rascal HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=howard HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=franklin HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=bigred HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=assman HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=alexander HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=homer HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=redrum HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=jupiter HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=claudia HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=55555555 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=141414 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=zaq12wsx HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=shit HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=patches HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=nigger HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=cunt HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=raider HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=infinity HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=andre HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=54321 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=galore HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=college HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=russia HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=kawasaki HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=bishop HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=77777777 HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
10.0.2.15 [07/Apr/2021:08:14:43 -0400] "GET /index.php?username=admin&password=vladimir HTTP/1.1" 200 "http://10.0.2.15/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0",0
